Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
control2, Female, Temporal, 4, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 3.0093953, 1.2793953
control2, Female, Temporal, 5, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 3.7594474, -4.4905526
control2, Female, Temporal, 6, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 1.326519, -3.643481
control2, Female, Spatial, 1, far_r_mid_mid, -51, 3.02, 3.09, -51, 7.62114, -7.456438, 11.50642, , , 
control2, Female, Spatial, 2, front_l_mid_top, -1.78, 4.48, -2.86, -1.780002, -0.862469, 11.08317, 14.93165, , , 
control2, Female, Spatial, 3, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, 5.516072, 4.159348, 4.705963, , , 
control2, Female, Spatial, 4, far_r_top_mid, -51, 3.36, 5.94, -51, 5.820433, -4.248141, 10.48103, , , 
control2, Female, Spatial, 5, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.780001, 1.8893, -2.067, 3.323993, , , 
control2, Female, Spatial, 6, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 1.902004, 2.878572, 3.161215, , , 
control2, Female, Temporal, 1, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 1.5494639, -6.7005361
control2, Female, Temporal, 2, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 0.9779918, -0.7520082
control2, Female, Temporal, 3, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 4.6385268, -0.3314732
control2, Female, Temporal, 4, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 3.5980775, -4.6519225
control2, Female, Temporal, 5, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 1.391439, -0.338561
control2, Female, Temporal, 6, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 0.8140678, -4.1559322
control2, Female, 
